0,1,http,https,#,@,len,negative_weight,positive_weight,neutral_weight
positive,"@gegisa Hallo, wie war's bei REWE heute am 1.Tag danach ?? ;-)@berlinwerbung @chj_keller @offpulse @Patrick_Kunkel",0,0,0,5,15,8,15,11
positive,@geheimratd @AsphyxiaPallida Dankö!,0,0,0,2,3,0,3,0
positive,@GeilerKnecht Katzen sind schon was tolles :3,0,0,0,1,7,4,7,5
positive,@gelsen Dankeschön!,0,0,0,1,2,0,2,0
neutral,"@GEMAdialog Antwort mit ""ja"" oder ""nein"" reicht.",0,0,0,1,7,3,3,7
neutral,"@GEMAdialog Sie könnten doch Youtube eine schriftliche Genehmigung für das Video zukommen lassen, oder?",0,0,0,1,14,6,8,14
positive,@gemuellert filigran war jetzt nie so der Stil grüner Politik... ;-),0,0,0,1,11,6,11,8
negative,@geni256 Laut unserem System sollten keine SMS mehr verschickt werden :-( Lösche mal auch deinen SMS Speicher! ^FB,0,0,0,1,18,18,7,12
negative,@gennfa Nicht gut. =(,0,0,0,1,4,4,2,2
positive,@geokaefer ma bitte nicht so frech. Ja? ;-),0,0,0,1,8,5,8,5
neutral,@Geordi2504 @alpinextreme @greysheep7 @Peterslaufblog @franzwolkow ich schulde dir noch das raxgipfel-bild. dann hast einen neuen favoriten!,0,0,0,5,16,8,9,16
negative,@georgmahr wahrscheinlich besser so. mein blöder hang zu gossip ...,0,0,0,1,10,10,5,6
neutral,"@gerlet1 @LSAwesome . Klar .. Die Front .. darf nur das Display ausmachen, keine mechhanische Knöpfe mehr dort. Aber Frontlautsprecher!!??",0,0,0,2,20,13,11,20
negative,"@GermanLetsPlay Email bestätigen? REICHT NICHT! Bezahlen? REICHT NICHT! Captcha Code als Beweis? REICHT NICHT! Bild mit Pass, Jetzt ist ok.",0,0,0,1,20,20,8,6
positive,@GermanLetsPlay Glücklicher.,0,0,0,1,2,1,2,0
neutral,@GermanSeabass Bei Grasswalk aus Plants vs. Zombies im Takt 29 stehen nur 2 Viertelnoten in der rechten Hand obwohl wir nen 4/4 Takt haben.,0,0,0,1,24,11,14,24
neutral,"@GerrardFFM @9zehn100_8und70 Diesen Eindruck bekommt man momentan leider wirklich. Bin sowieso dafür, dass Hübner die „1B“-Lösung forciert.",0,0,0,2,17,9,9,17
negative,@ggtiffs jan buung jan buung :-((,0,0,0,1,6,6,0,0
positive,"@GhostwitchLujei Das ziellose durch-das-Gelände-am-Brunnen-latschen war anstrengend, aber sonst wars toll ~*^*~",0,0,0,1,11,6,11,5
neutral,"@gi_saglam Tja! Wir können nie wissen wessen Temp. für uns geeignet ist. /D Doch klar, dann verbrennt er seine Zunge mit dir mit. :3",0,0,0,1,24,15,14,24
positive,@giblahoj: gewünschter morgen: bett. tatsächlicher morgen: bäh! Besser könnte ich es nicht sagen...,0,0,0,1,13,9,13,5
positive,@GillyBerlin PFF! Muss im Vergleich zu gestern noch groß und stark werden :),0,0,0,1,13,9,13,11
neutral,@giveitaname @okyeh hier: Balkontür offen.,0,0,0,2,5,0,1,5
positive,@GJRasputi *tätschel,0,0,0,1,2,0,2,0
positive,"@glialfire ..., um dann direkt Stefan zu informieren :D",0,0,0,1,9,5,9,8
neutral,@Gloria_jo nichts.,0,0,0,1,2,1,0,2
neutral,"@GorgeousLovato Ja, bei mir auch. Hast du noch Geschwister oder biste Einzelkind?!",0,0,0,1,12,7,8,12
neutral,@GorrestFump1 Kann ich so nicht bestätigen. Ich wurde schnell wieder entlassen,0,0,0,1,11,8,8,11
neutral,@GospaNetopir man darf net drüber reden...aber wir konnten uns nach 3 monaten so richtig ein hintern kopf kippen + streaming karte kaufen,0,0,0,1,22,14,13,22
neutral,@Gotem100 Haarspray funktioniert mit allen Haaren,0,0,0,1,6,2,4,6
negative,@GPGTools Schlüssel vom Keyserver http://t.co/zyPoJ0NXPN aktualisieren klappt nicht :-/,1,1,0,1,9,9,2,3
neutral,@GrandHuit Neue SIM-Karte? Nummer auf Karte oder altem Handy gepspeichert? Überspielen im Handyshop eine Alternative? ;),0,0,0,1,16,6,7,16
positive,@GratedChocolate lösch schnell 3 :'D,0,0,0,1,5,2,5,3
positive,@graubroot @farbloswesen Scheiß drauf war voll korrekt :D,0,0,0,2,8,5,8,5
negative,@grazleo1 @ZDFheute !nicht witzig!,0,0,0,2,4,4,0,0
negative,@GreenPonyCorn *schlechte Laune desshalb*,0,0,0,1,4,4,1,0
neutral,@Gronkh Siehst heute echt gut aus! Haste abgenommen? #Elektrotitte,0,0,1,1,9,3,7,9
positive,"@GrossMarc @andreasSchreib1 Ach, lasst uns mal voll auf #socialmedia konzentrieren... ;-) #hotelbar #reeperbahn #neenee",0,0,4,2,14,5,14,8
positive,@grossundartig virtuelle Blitzumarmung rüberschick,0,0,0,1,4,0,4,1
positive,@GroteRuetze Schlaf gut &amp; träume süß... aber nicht von der verbotenen Frucht träumen *heb mahnend den Finger... grins breit*,0,0,0,1,19,8,19,8
neutral,@gruene_rlp Oberflächewasser Neubaugeb. Scheid kommt unter unserem Silo hoch unsere Kühe sind vergiftet Verkaufer=Ortsburgemeister mobbt 1/2,0,0,0,1,16,6,5,16
neutral,@GUracell @peterslaufblog leider njet. werde eine anninger-einheit am frühen nachmittag machen (berge... tirol kommt!),0,0,0,2,14,6,6,14
positive,@gurkiran_xoxo TT HÖR AUF MICH ZUM HEULN ZU BRINGEN OK. I cant eh why so cute? TT .. Er war so nah.. Erst amsterdam jetzt paris ..,0,0,0,1,27,10,27,15
negative,@Guzinkar fand's überhaupt nicht erfrischend. Langweilig war's,0,0,0,1,7,7,3,3
neutral,@gwattel 41 um genau zu sein. Gefühltes Alter: 16 :),0,0,0,1,10,5,6,10
neutral,@GWeisfeld beide Themenkomplexe überaus große globale Herausforderungen,0,0,0,1,7,1,2,7
positive,@gyuzia morniiing süße ♡,0,0,0,1,4,1,4,1
neutral,"@h3rzrauschen @kopfmurmel joa,wie verwaehlt halt.",0,0,0,2,5,0,1,5
positive,@h3rzrauschen megaKUCKMALEINVOGEL!!!!süß!,0,0,0,1,2,0,2,1
neutral,@HafizahIsmah die x bkk kan,0,0,0,1,5,1,2,5
neutral,@haftoffiziell Bruder kauf das Mixtape Vol 3. Vallah Bomben Gucci Album #StressmitGucci,0,0,1,1,12,3,4,12
positive,@HagerGhonem Hehehehehhe Lebesteha 3assal Koko,0,0,0,1,5,0,5,0
neutral,@Haifischfrau The Voice in UK kriegt ne neue Moderatorin. Schon gehört?,0,0,0,1,11,6,6,11
negative,@HalfEatenCrayon Moi???? @Ratzsa1 @Atheistspinner @Lenn_Len @lillai23,0,0,0,5,6,6,0,0
negative,@Halina_Waw alk gibt's bei uns nicht Ehefrau sw Depressionen.Vorletzte stufe. Alk Btm Tabletten. Letzte stufe Suizid. Alles muss bedacht wer,0,0,0,1,20,20,8,7
positive,@halligalli auch Twitterer brauchen Urlaub! Erholt euch gut bis September bevor der Wahnsinn wieder beginnt! ;-),0,0,0,1,16,9,16,10
negative,@halligalli der Thies haut sich die Knie wund.,0,0,0,1,8,8,5,5
neutral,@hannahtatsch most flexible everrr,0,0,0,1,4,0,0,4
positive,@Hannes_BVB Felipe du Schlitzohr .. Führe sie in die 2 Liga .. #freeshinji !!!!,0,0,1,1,14,8,14,9
positive,"@hannig1758 @UweSchummer @Chrysanna1 @hildwin @PattyRo @gelsen Der Hannig wieder mit DTG Angabe. Gut, dass keine Grünen dabei sind... :-p",0,0,0,6,19,7,19,8
neutral,"@HansSarpei kennt einen Weg, der nicht nach Rom führt!",0,0,0,1,9,4,6,9
positive,@HanStewie @hannahd966 @BraceFaace Hannah your such a nice person,0,0,0,3,9,4,9,2
positive,@HaraldPetermann harry du wirst sternchen nachlässig gg,0,0,0,1,7,2,7,3
negative,@Harry_Styles du bist schon irgendwie n arsch. selber schuld wenn jetzt alle larry shippen. wir müssen ernsthaft reden mr styles.,0,0,0,1,20,20,13,12
neutral,@HauntedDirector @NewEnglandIndie @Legacy84 @juscallmechurch YUP.,0,0,0,4,5,0,0,5
neutral,@HausOfNouf fllw back?,0,0,0,1,3,0,0,3
positive,@hazelcalote_ oo nga. Kame den. :3 huehuheu,0,0,0,1,7,2,7,1
neutral,@hcluidev ja... wusste nix von den Mögl. d Polizei Handy-Fahndung bei provider auszugeben. Ich schon. Der Kollege entschuldigte sich dann...,0,0,0,1,20,11,10,20
neutral,@headuphighhdl die Klassiker schlecht hin!,0,0,0,1,5,2,2,5
positive,@heatherrnoellee @ashdoberstein HAHAHA ash didnt fit lol,0,0,0,2,7,1,7,2
positive,@heeeeenni Voll süß ^_^,0,0,0,1,4,1,4,2
positive,"@Heide_Anna Ja! Besonders nett, was bild.de zum Weltkatzentag gemacht hat.",0,0,0,1,10,3,10,5
positive,@heidiklum #HeidiKlumbittegrüßeOneDirectionvondeutschenDirectionern bitte das würde uns soviel bedeuten! &lt;3,0,0,1,1,9,6,9,8
positive,@heidiklum #HeidiKlumbittegrüßeOneDirectionvondeutschenDirectionern:*****&lt;333333,0,0,1,1,2,0,2,1
neutral,@HeijiFan psch bleib ruhig *in Arm nehm*,0,0,0,1,7,1,2,7
positive,@heimuuh Hallo Heimo! und was hat dein Test unserer App ergeben? BG von den WineMeistern :-),0,0,0,1,16,9,16,11
negative,@heinlef nope. Basisdemokratiespinner stellen im Hinterland fast alle politisch Aktiven kalt. Bitte sehr.,0,0,0,1,13,13,5,5
positive,@Heinrich1960 @herkules1976 habe gerade 'Schimmelimbissbude' gelesen :P Yummy^^ Guten Hunger Herr Kapitän!,0,0,0,2,12,5,12,7
positive,@Heinrich1960 Guten Morgen wunderschönen Sonntag Heinrich hängt das Bild bei dir an der Wand? :-),0,0,0,1,15,9,15,11
positive,@heiseonline: Marktforscher: Windows Phone explodiert http://t.co/kUz1vBD1pm endlich! (im wörtlichen Sinne genommen.),1,1,0,1,11,3,11,4
negative,@helayne__dorner wut? I don't understand 😔😔,0,0,0,1,6,6,3,1
negative,@helenhoernchen Ka..ich träum immer unlogisch :'((,0,0,0,1,6,6,2,1
negative,@helenhoernchen oh :o,0,0,0,1,3,3,2,1
positive,@henderweek sofia &lt;33,0,0,0,1,3,0,3,0
neutral,@HenkBrinkDr geschenk?,0,0,0,1,2,0,0,2
neutral,@henningkrause #bswk Nachtrag zu Spiele und Science Communication. Der Fall Jonas Kepller:http://t.co/CWbhVo25sU … Kritik erwünscht!,1,1,1,1,15,6,5,15
positive,"@henriette____ hehehhe, greit vennen 😏",0,0,0,1,5,0,5,0
neutral,@HenriFCB schau dir @theborisbecker und @oliverpocher an ...#twitteristkrieg #rookiemistake,0,0,2,3,9,3,5,9
positive,"@henrikMSL richtig, Größenwahn!",0,0,0,1,3,0,3,1
neutral,@henscheck *macht hämisches Elefantenprusten*,0,0,0,1,4,0,0,4
neutral,@henzum your fantasy,0,0,0,1,3,1,1,3
positive,@Herbergen ... und dazu vielleicht ein Gläschen Wein a la Schlangos aus Asien? Experimentalküche 2.0! http://t.co/qKnNrG9e4a …,1,1,0,1,17,8,17,10
negative,@hermesDE besseres kompetenteres Personal einstellen?,0,0,0,1,5,5,1,2
positive,@Herr_Guenni Jap. Hab' jetzt einfach mal die neuere Version installiert. Natürlich keine Kontakte vorhanden ;),0,0,0,1,15,7,15,10
positive,@herr_sommer wirkt beides gleich stark... schreibe aus Erfahrung ;),0,0,0,1,9,4,9,6
neutral,"@herrbench Lustig. Da hatten wir noch keine Plakate gedruckt. Du meinst wohl die Werbeuhr?! Gut so, dass er sich da präsentiert. #Pätzold",0,0,1,1,22,13,15,22
negative,@herrlaus Ignoranz? Arroganz? Kommunikative Bankrotterklärung?,0,0,0,1,5,5,0,0
neutral,"@HerrLlama @terrorzicke Hmm, so ein facepalm ist möglich, sieht dann aber eher so aus, als ob man Angst hat. Das hat sicher was zu bedeuten!",0,0,0,2,25,19,22,25
positive,@Herzfunken kann dich echt gut verstehen bin leider auch Erkältet. Gute Besserung,0,0,0,1,12,10,12,9
positive,"@HerzinGefahr kein Thema, beim iPhone hätt ich eher helfen können ;-)",0,0,0,1,11,7,11,8
negative,@Heute_at: #Rettung gescheitert - #dayli macht endgültig zu. 2200 #Mitarbeiter verlieren ihren #Job. http://t.co/fClXqgCzek,1,1,4,1,14,14,4,12
neutral,"@hex_e was ich ja durchaus gut fänd, aber wenn du erst mal deine Baby hast, dann wird auch das schwierig werden. :)",0,0,0,1,22,16,17,22
positive,"@HFrommknecht nice (: Ich schau hauptsächlich Gronkh, Sarazar, Herr Dekay.... sowas halt (: Und meistens Minecraft...",0,0,0,1,16,8,16,6
negative,@HH_Rick @oler ziviler ungehorsam #wasfehlt #FsA13,0,0,2,2,6,6,0,1
neutral,@hhf @digitalcourage @CarloPiltz @bendrath dafür aber kein anderer. Die Annahme dahinter: Trau der eigenen Regierung mehr als anderen.,0,0,0,4,18,8,7,18
positive,@HighAltitudeLab brahahahahahah. Danke. Das war schön #domian,0,0,1,1,7,4,7,5
positive,"@hilmarschulz @schreibrephorm ich glaube, dass er eigentlich keinen blassen Schimmer hat, was er eigentlich will ;-)",0,0,0,2,16,11,16,13
positive,@HimbeerBaer Natürlich :D was denkst du denn?,0,0,0,1,7,4,7,5
neutral,@himonew Amine weiße was bitte denk einfach einmal pervers,0,0,0,1,9,6,5,9
neutral,"@hinkefuss25 korrekt. Aber das Bild, dass von Sölle stammt, geht den Versuch ein, Auferstehung fürs Leben zu übersetzen. Gottes hilft mit.",0,0,0,1,21,10,10,21
negative,@hirngabel Schauste Sport1? Böse Kombi.,0,0,0,1,5,5,2,2
positive,@hitmansteviej whatz Good Fooly Need Sum Bangerz Get@Yung Phy,0,0,0,2,9,2,9,2
positive,@hnfmvp @AbtMartin Dissertationen waren früher auch nicht viel länger... :-) Herzliche Gratulation!,0,0,0,2,12,6,12,7
positive,@hny_cupcake My favorite so eine weitere Umarmung hoffe du hast recht die Worte rsrsr,0,0,0,1,14,8,14,11
neutral,@hoersuppe *gg* die @PodUnion immerhin nicht genannt worden.. also kein Grund für PAH!,0,0,0,2,13,5,5,13
neutral,@HollsteinM matussek wirkte zerstört,0,0,0,1,4,1,0,4
positive,@homohime boah von denen kannst du bestimmt voll hartes Zeug lernen yo krass mann yo Satzzeichen sind unnötig yo,0,0,0,1,19,11,19,9
positive,@Honey_Bee1984 Ich bin endlich fertig :-) #schultütenbastelei http://t.co/WvIegvKeCw,1,1,1,1,8,5,8,5
negative,@HoneyballCookie Absolute Frechheit! #KeinGentleman!,0,0,1,1,4,4,0,1
positive,@Honigwolke Schlaf' gut. *Käthosch.exe beend*,0,0,0,1,5,1,5,2
negative,@hopebeerpeace dezent scheiße!!,0,0,0,1,3,3,1,0
positive,"@Horsteeey Also wie jemand der an die Brüste fasst, süsser geht's nicht mehr.",0,0,0,1,13,9,13,10
positive,"@Hot__Girl__ @ProSieben Gerne... Dann noch viel Spaß bei #UnderTheDome und wenn noch nicht geguckt, dann freitags abends #Supernatural !!",0,0,2,2,19,13,19,15
positive,@HotaruKiryu @ShimapanChannel hai hai wir sind schon episch xD,0,0,0,2,9,4,9,4
positive,"@HotaruKiryu na und, ick tröste auch später noch ma '-' liebevolles behandeltwerden kann man nie genug bekommen ;)",0,0,0,1,18,12,18,13
positive,@HotNatalie91 hi Natalie siehst verdammt heiss aus.Umwerfender body geiler strammer Po.,0,0,0,1,11,0,11,3
negative,"@huckleterry Lieber nicht, wenn das geht. Sonst dauert die Erkältung noch länger.",0,0,0,1,12,12,8,9
negative,@Huggenknubbel @ReneHesse @congstar Speed On gibbet nicht :/ wegen LTE besonders schade.,0,0,0,3,12,12,6,8
positive,@Huggenknubbel uns wurde bis jetz innethalb von 24h witklich geholfen . Da war Ich selbst ziemlich überrascht,0,0,0,1,17,11,17,12
negative,@HyazinthG @Uebersteiger_ Ahnungsloser,0,0,0,2,3,3,0,0
neutral,@hyperaktivraupe @MissEmergency oO derek lässt stiles un cora allein für jennifer?!,0,0,0,2,11,2,4,11
positive,@i_am_fabs „Du hast heute Lust besonders viel Geld für durchschnittlichen Kaffee auszugeben!“ #starbucks,0,0,1,1,13,9,13,8
negative,"@iAlexh unfassbar. GamePLAN der Lions: den Ball auch mal Bush geben, ansonsten Megatron. Immer wieder.",0,0,0,1,15,15,8,8
neutral,"@ichdenkenicht Ja, irgendwie schon. Ihre Stimme hatte halt so viel mehr.",0,0,0,1,11,8,10,11
positive,@ichdenkenicht Jetzt muss ich dich wohl bestrafen. :-),0,0,0,1,8,6,8,7
neutral,@ichdenkenicht Würde @StrangeSerafine gefallen... falls sie's nicht schon kennt. #Gruftipower ^^,0,0,1,2,10,5,5,10
positive,@Ida_Vanilla Kein Problem Süße! :)&lt;33,0,0,0,1,5,1,5,2
neutral,"@IGMetall-Vorstandsmitglied Hans-Jürgen Urban kritisiert ""penetrante Selbstzufriedenheit"" der #Bundesregierung. http://t.co/pvdQbcGqAc",1,1,1,1,9,3,2,9
neutral,"@iitsJHii: @KleineLaraa was wöllen ihr shön wieder? Echt doe normaal of ik vermoord je , irritant kind",0,0,0,2,17,6,6,17
positive,@IkKranz @shellieblum @saferprint @Marfamar @Hel57 @AgusSosa01 @xmxgxwx @mqminer @4HUMANITEEs @VelvetSkye Danke euch. Grüße von Los Angeles,0,0,0,10,16,2,16,6
neutral,"@iklan_klaten Sepatu moofeat, vans, nike, BM,dll .FREEONGKIR jabodetabek&amp;bandung hrg dr 150k https://t.co/pmaSmWiV5T @BAZUKUproject",1,1,0,2,13,0,0,13
neutral,"@ILADYI Die Lauscher verstecken sich hinter dem Rand der Erdenscheibe, mögen ihnen Eselsohren wachsen.",0,0,0,1,14,6,7,14
negative,@Ilaydaili same here .. hast wohl auch noch keine Ferien?,0,0,0,1,10,10,6,6
neutral,"@IliaChoukhlov ""Deutschland: Erlaubte Beschneidung männlicher Säuglinge.""",0,0,0,1,6,0,0,6
positive,@Ilja_FCN nicht wenn man aus Prinzip den Club als Meister nennt :D,0,0,0,1,12,8,12,10
neutral,@Illuminatus23 @Doktor_FreakOut @mundauf lieber Staatskasse. Weiterhin Abschaffung der Beitragsbemessungsgrenze.,0,0,0,3,9,2,2,9
neutral,@Illuminatus23 @mundauf Man sollte Logorrhoe dem Herren zu Ehre in Bartotitis umbenennen. :-D,0,0,0,2,13,6,8,13
positive,"@ilona_19xx Guten Morgen. Wünsch' ich Dir auch! Muss heute aufs Zollamt fahren meine Quilts abholen - yay, endlich! Was liegt bei Dir an?",0,0,0,1,23,11,23,15
positive,@ilusiii wahahahaha bitte schön dek :)),0,0,0,1,6,2,6,3
neutral,@iMauYou Remscheid. In Lüdenscheint wohnt(e) ne Ex von mir.Die Ecke kenne ich ganz gut *hust*,0,0,0,1,15,10,8,15
positive,@ImbaFreez guten abend. bitte folge mir mal. dann kann ich dir das erklären. danke ^l,0,0,0,1,15,11,15,9
negative,@ImJustBeingD33 😶😟 waab.,0,0,0,1,3,3,0,0
neutral,"@Immonet Man darf bezweifeln, dass sich die pol. Verantwortlichen der Tragweite überhaupt bewusst sind. Siehe Nachhaltige Stadtentwicklung",0,0,0,1,17,8,8,17
positive,"@Ina_Steinbach @Quiddjes Hehe, ähnliches hier. Ich ersetze grad aus eben solchen Gründen Cola light wieder durch Maracujaschorle.",0,0,0,2,17,9,17,9
neutral,@Ina_Steinbach @SPIEGELONLINE eben!,0,0,0,2,3,1,1,3
positive,@InaRuck @kscheib @Medienmann Danke!,0,0,0,3,4,0,4,1
neutral,"@Indifferance: Einmal #Neuland, bitte! http://t.co/7KVwVZsQXG #gmx",1,1,2,1,6,2,2,6
negative,"@Ingeborch ...oh, Packung leer. Mist.",0,0,0,1,5,5,1,1
positive,@Ini67 Jep! Für mich auch bitte! Guten Morgen! :-),0,0,0,1,9,5,9,7
positive,@Inklusion_Bln war eben doch nicht alles besser! :-),0,0,0,1,8,6,8,6
neutral,@Innocent_Wings schmutzige witze erzählt?,0,0,0,1,4,0,0,4
neutral,@Innominate1 No. Not Einstein.,0,0,0,1,4,1,1,4
positive,@inooreicheru 🐴ソ,0,0,0,1,2,0,2,0
neutral,@inpressulum Achtung: Satire. @HKstrategies_de,0,0,0,2,4,0,0,4
negative,@insideXBOXde Ja ja… bla bla. Aber die Hardware alleine macht kein Spielerlebnis aus. :),0,0,0,1,14,14,8,9
positive,@inthedarkwelive awww! die möchte ich! @liebenswuerdig,0,0,0,2,6,3,6,3
negative,"@iPhel74 Nein, Liste nicht voll, sondern Spam-Filter hyperaktiv (und in den letzten 2 Wochen keine Zeit zum durchsehen) :-/",0,0,0,1,19,19,12,14
positive,@Irezumii Nachti träum was schönes...,0,0,0,1,5,2,5,1
positive,@iRuttzman @iRuttzman Tiger Woods niece...,0,0,0,2,5,0,5,1
neutral,@irweinerr #SaidNoOneEver,0,0,1,1,2,0,0,2
positive,"@isabelglaser Nix, Kik! Material liegt bereit, Challenge accepted.",0,0,0,1,8,1,8,3
positive,"@isdaskunst ich glaube nicht, dass du sooooooooooooo viel Zeit hast :)",0,0,0,1,11,9,11,9
positive,@isipisi5 was machst du heute noch so meine süße?:* i love you 😘❤️,0,0,0,1,13,9,13,10
negative,@iSpyElli echt nicht? Doch 3 Stück :( &lt;/3,0,0,0,1,8,8,5,4
neutral,@issobleibtso keinen Atombackofen??? hmmm #schneller,0,0,1,1,5,1,2,5
positive,@ItchyfeetMiller isch halt eifach bequemer so :)),0,0,0,1,7,3,7,3
negative,@itscrishna @JBagrich 😐 .. k im out,0,0,0,2,7,7,2,3
positive,@itsmmbenoist @chordoverstreet @msleamichele @chriscolfer @Ashley_Fink @MarkSalling @Matt_Morrison @JennaUshkowitz #Glee Was Amazing Tonight,0,0,1,8,12,1,12,2
neutral,"@iwona_w @Vliconaleash Alkohol siedet bei 78C, das macht also keinen Unterschied.",0,0,0,2,11,5,6,11
positive,@iwona_w du hast interessante Vorlieben :-) @nic_ko,0,0,0,2,7,3,7,7
neutral,"@iZerf im Herbst stellt man die Uhr zurück. ""Im Frühling stelle ich die Gartenmöbel VOR das Haazs im Herbst ZURÜCK"" :-)",0,0,0,1,21,11,13,21
neutral,@j_kirschstein WHAT WAS THIS http://t.co/bfYgjBLZzq,1,1,0,1,5,2,1,5
positive,"@Jack_T_Daniels das heisst du bisch genau so ratlos wie ig😂 si aus nur tests xsi, gibemer meh müeh wes um d wurscht geit🙌",0,0,0,1,23,10,23,11
neutral,@jackeichsays Leaving? For good?,0,0,0,1,4,0,1,4
positive,@JahmeneDouglas OMG Titanium! Unbelievable Jahmene,0,0,0,1,5,0,5,0
neutral,@Jake1965Blues Für was aufbewahren? // @TVDIGITAL,0,0,0,2,6,2,3,6
negative,@jakob_bl Die gegenwärtig herrschende Gewalt ist m. E. sehr wohl ein Problem. Und vor allem wenig konstruktiv in der Sache. #lampedusahh,0,0,1,1,21,21,13,14
neutral,@jalogisch Unverbesserliche.,0,0,0,1,2,0,0,2
positive,@jamiereissfeldr 🙋🙋🙋,0,0,0,1,2,0,2,0
negative,@JamieSmile13 PIO PIO PIOPIOPIO KLACK KLACK *nachlade-bewegung mach*,0,0,0,1,8,8,0,0
positive,"@JamyJigsaw konter doch einfach mit ""ficken?"" Da is er dann bestimmt sprachlos 😂 😂",0,0,0,1,14,8,14,8
neutral,@jana_log ja. falsche brötchen. @gwenstonemusic,0,0,0,2,5,2,2,5
positive,"@janasworld_ Ooook....enttäuschen nicht, sieht aber aus wie mehr als 20cm Unterschied, deswegen :) have fun",0,0,0,1,15,8,15,9
positive,@janeht_ watch ur back janeht (-;,0,0,0,1,6,2,6,1
negative,@janii_bones ich auch -.- mein dad hat mich heute morgen am Arm aus dem bett gezogen -.-,0,0,0,1,17,17,14,14
positive,@Janina_Fricke @1D_Deutschland @onedirection Das war mega schön,0,0,0,3,7,5,7,5
positive,@janinmty Danke! Wir geben uns auch wirklich Mühe!!!,0,0,0,1,8,5,8,7
positive,@janysek95 @Butschek_Inc Text me baybay 😉,0,0,0,2,6,1,6,1
positive,@Jassi13Horan @_uanessa @NiallOfficial @Real_Liam_Payne @Louis_Tomlinson @Harry_Styles @zaynmalik ich kann nicht mehr warten auf die Daten!!,0,0,0,7,15,8,15,7
positive,@jean_luxolux bitteschön meine prinzessin immer wieder gerne lieb ankuscheln,0,0,0,1,9,5,9,6
positive,"@jeannypart1 Stiegl, ganz klar ;-) aber ich mag auch viele andere: Die Weiße, Trumer Pils, ups - lauter Salzburger. Naja, Hirter zb auch.",0,0,0,1,23,12,23,14
